App_Name,Content_Rating,Released,Free,Maximum_Installs
Samsung One UI Home,Everyone,"Jun 14, 2012",True,2158959897
Themes,Everyone,"Nov 15, 2018",True,645246525
Wallpapers,Everyone,"Oct 19, 2016",True,436643263
ZEDGE™ Wallpapers & Ringtones,Teen,,True,426891623
Moto Actions,Everyone,"Sep 16, 2014",True,333421008
GO Launcher - 3D parallax Themes & HD Wallpapers,Everyone,"Jan 22, 2011",True,300860785
Moto,Everyone,"Sep 16, 2014",True,285479844
APUS Launcher: Theme Launcher,Everyone,"Jul 1, 2014",True,273282905
WhatsApp Wallpaper,Everyone,"Apr 15, 2011",True,255988006
Parallel Space - Multiple accounts & Two face,Everyone,"Feb 5, 2016",True,206946682
