App_Name,Content_Rating,Released,Free,Maximum_Installs
Google Pay: A safe & helpful way to manage money,Everyone,"Mar 3, 2021",True,426398179
Google Pay (old app),Everyone,"Jun 24, 2011",True,330675089
"Paytm -UPI, Money Transfer, Recharge, Bill Payment",Everyone,"Apr 30, 2012",True,300940960
"PhonePe – UPI, Recharges, Investments & Insurance",Everyone,"Oct 14, 2016",True,271460974
PayPal Mobile Cash: Send and Request Money Fast,Everyone,,True,205177772
СберБанк Онлайн,Everyone,"Dec 25, 2012",True,138916447
CAIXA,Everyone,"Jan 9, 2012",True,114242985
CAIXA Tem,Everyone,,True,98987427
IQ Option – Online Investing Platform,Everyone,,True,79354420
YONO SBI: The Mobile Banking and Lifestyle App!,Everyone,"Dec 4, 2017",True,78947923
